,Time,Chan1,Chan2,Trial,LED_State
652,308432,0,6,0,0
653,308896,0,2,0,0
654,309376,0,0,0,0
655,309840,0,0,0,0
656,310320,0,0,0,0
657,310784,0,2,0,0
658,311256,0,0,0,0
659,311728,0,2,0,0
660,312200,0,2,0,0
661,312680,0,7,0,0
662,313156,0,2,0,0
663,313624,0,2,0,0
664,314096,0,6,0,0
665,314576,0,2,0,0
666,315040,0,2,0,0
667,315520,0,6,0,0
668,315984,0,0,0,0
669,316464,0,0,0,0
670,316928,0,0,0,0
671,317400,0,0,0,0
672,317872,0,2,0,0
673,318344,0,7,0,0
674,318828,0,2,0,0
675,319296,0,2,0,0
676,319768,0,6,0,0
677,320244,0,1,0,0
678,320720,0,2,0,0
679,321188,0,1,0,0
680,321664,0,2,0,0
681,322128,0,2,0,0
682,322608,0,0,0,0
683,323072,0,0,0,0
684,323544,0,0,0,0
685,324020,0,0,0,0
686,324488,0,2,0,0
687,324972,0,2,0,0
688,325444,0,6,0,0
689,325912,0,0,0,0
690,326384,0,0,0,0
691,326864,0,2,0,0
692,327328,0,2,0,0
693,327808,0,0,0,0
694,328272,0,2,0,0
695,328752,0,2,0,0
696,329216,0,6,0,0
697,329688,0,2,0,0
698,330160,0,0,0,0
699,330636,0,0,0,0
700,331112,0,0,0,0
701,331584,0,2,0,0
702,332056,0,0,0,0
703,332528,0,2,0,0
704,333008,0,2,0,0
705,333472,0,7,0,0
706,333952,0,2,0,0
707,334416,0,2,0,0
708,334896,0,6,0,0
709,335360,0,2,0,0
710,335832,0,2,0,0
711,336304,0,6,0,0
712,336776,0,0,0,0
713,337256,0,0,0,0
714,337728,0,0,0,0
715,338200,0,0,0,0
716,338672,0,2,0,0
717,339152,0,7,0,0
718,339616,0,2,0,0
719,340096,0,2,0,0
720,340560,0,6,0,0
721,341040,0,0,0,0
722,341508,0,2,0,0
723,341976,0,2,0,0
724,342452,0,2,0,0
725,342920,0,2,0,0
726,343400,0,0,0,0
727,343872,0,0,0,0
728,344348,0,0,0,0
729,344820,0,0,0,0
730,345296,0,2,0,0
731,345760,0,2,0,0
732,346240,0,6,0,0
733,346704,0,0,0,0
734,347184,0,1,0,0
735,347648,0,2,0,0
736,348120,0,2,0,0
737,348592,0,0,0,0
738,349064,0,2,0,0
739,349544,0,2,0,0
740,350016,0,5,0,0
741,350488,0,2,0,0
742,350964,0,0,0,0
743,351440,0,0,0,0
744,351904,0,0,0,0
745,352384,0,2,0,0
746,352848,0,0,0,0
747,353328,0,2,0,0
748,353792,0,2,0,0
749,354264,0,7,0,0
750,354736,0,2,0,0
751,355208,0,2,0,0
752,355688,0,6,0,0
753,356160,0,2,0,0
754,356632,0,2,0,0
755,357104,0,6,0,0
756,357584,0,0,0,0
757,358048,0,0,0,0
758,358528,0,0,0,0
759,358992,0,0,0,0
760,359472,0,2,0,0
761,359936,0,7,0,0
762,360408,0,2,0,0
763,360880,0,2,0,0
764,361352,0,6,0,0
765,361836,0,0,0,0
766,362304,0,2,0,0
767,362776,0,4,0,0
768,363248,0,2,0,0
769,363728,0,2,0,0
770,364192,0,0,0,0
771,364672,0,0,0,0
772,365136,0,0,0,0
773,365616,0,0,0,0
774,366080,0,0,0,0
775,366552,0,2,0,0
776,367028,0,6,0,0
777,367496,0,0,0,0
778,367976,0,2,0,0
779,368448,0,2,0,0
780,368920,0,2,0,0
781,369392,0,0,0,0
782,369872,0,2,0,0
783,370336,0,2,0,0
784,370816,0,1,0,0
785,371284,0,2,0,0
786,371760,0,0,0,0
787,372224,0,0,0,0
788,372696,0,0,0,0
789,373168,0,2,0,0
790,373640,0,1,0,0
791,374120,0,2,0,0
792,374596,0,2,0,0
793,375064,0,7,0,0
794,375540,0,2,0,0
795,376016,0,2,0,0
796,376480,0,6,0,0
797,376960,0,2,0,0
798,377424,0,2,0,0
799,377904,0,6,0,0
800,378372,0,0,0,0
801,378840,0,0,0,0
802,379312,0,0,0,0
803,379784,0,0,0,0
804,380264,0,2,0,0
805,380740,0,7,0,0
806,381208,0,2,0,0
807,381680,0,2,0,0
808,382160,0,6,0,0
809,382624,0,0,0,0
810,383104,0,2,0,0
811,383568,0,6,0,0
812,384048,0,2,0,0
813,384512,0,2,0,0
814,384988,0,0,0,0
815,385456,0,0,0,0
816,385928,0,0,0,0
817,386408,0,0,0,0
818,386880,0,0,0,0
819,387352,0,2,0,0
820,387824,0,6,0,0
821,388304,0,0,0,0
822,388768,0,2,0,0
823,389248,0,2,0,0
824,389712,0,2,0,0
825,390192,0,0,0,0
826,390656,0,2,0,0
827,391128,0,2,0,0
828,391604,0,0,0,0
829,392076,0,2,0,0
830,392556,0,0,0,0
831,393024,0,0,0,0
832,393496,0,0,0,0
833,393968,0,2,0,0
834,394448,0,2,0,0
835,394912,0,1,0,0
836,395392,0,2,0,0
837,395860,0,7,0,0
838,396336,0,2,0,0
839,396800,0,2,0,0
840,397272,0,7,0,0
841,397744,0,2,0,0
842,398216,0,2,0,0
843,398696,0,6,0,0
844,399172,0,0,0,0
845,399640,0,0,0,0
846,400112,0,0,0,0
847,400592,0,0,0,0
848,401056,0,2,0,0
849,401536,0,7,0,0
850,402000,0,2,0,0
851,402480,0,2,0,0
852,402944,0,6,0,0
853,403416,0,0,0,0
854,403888,0,2,0,0
855,404360,0,6,0,0
856,404840,0,2,0,0
857,405312,0,2,0,0
858,405784,0,0,0,0
859,406256,0,0,0,0
860,406736,0,0,0,0
861,407200,0,0,0,0
862,407680,0,0,0,0
863,408144,0,2,0,0
864,408624,0,6,0,0
865,409088,0,1,0,0
866,409560,0,2,0,0
867,410036,0,1,0,0
868,410504,0,2,0,0
869,410984,0,0,0,0
870,411460,0,2,0,0
871,411932,0,2,0,0
872,412400,0,0,0,0
873,412880,0,2,0,0
874,413344,0,0,0,0
875,413824,0,0,0,0
876,414288,0,0,0,0
877,414768,0,2,0,0
878,415232,0,2,0,0
879,415708,0,0,0,0
880,416176,0,2,0,0
881,416648,0,7,0,0
882,417132,0,2,0,0
883,417600,0,2,0,0
884,418072,0,7,0,0
885,418544,0,2,0,0
886,419024,0,2,0,0
887,419492,0,6,0,0
888,419968,0,0,0,0
889,420436,0,0,0,0
890,420912,0,0,0,0
891,421376,0,0,0,0
892,421848,0,2,0,0
893,422320,0,7,0,0
894,422796,0,2,0,0
895,423272,0,2,0,0
896,423744,0,6,0,0
897,424216,0,0,0,0
898,424692,0,2,0,0
899,425168,0,6,0,0
900,425636,0,0,0,0
901,426112,0,2,0,0
902,426576,0,2,0,0
903,427056,0,0,0,0
904,427520,0,0,0,0
905,427992,0,0,0,0
906,428468,0,0,0,0
907,428936,0,2,0,0
908,429416,0,6,0,0
909,429892,0,2,0,0
910,430360,0,2,0,0
911,430832,0,0,0,0
912,431312,0,2,0,0
913,431776,0,0,0,0
914,432256,0,2,0,0
915,432720,0,2,0,0
916,433200,0,0,0,0
917,433664,0,2,0,0
918,434140,0,0,0,0
919,434608,0,0,0,0
920,435080,0,0,0,0
921,435560,0,2,0,0
922,436032,0,2,0,0
923,436504,0,0,0,0
924,436976,0,2,0,0
925,437456,0,6,0,0
926,437920,0,2,0,0
927,438400,0,2,0,0
928,438864,0,7,0,0
929,439344,0,2,0,0
930,439808,0,2,0,0
931,440280,0,7,0,0
932,440752,0,0,0,0
933,441224,0,0,0,0
934,441708,0,0,0,0
935,442176,0,0,0,0
936,442648,0,2,0,0
937,443124,0,7,0,0
938,443600,0,2,0,0
939,444064,0,2,0,0
940,444544,0,6,0,0
941,445008,0,0,0,0
942,445488,0,2,0,0
943,445956,0,6,0,0
944,446424,0,0,0,0
945,446896,0,2,0,0
946,447368,0,1,0,0
947,447848,0,0,0,0
948,448320,0,0,0,0
949,448796,0,0,0,0
950,449268,0,0,0,0
951,449744,0,2,0,0
952,450212,0,7,0,0
953,450688,0,2,0,0
954,451152,0,2,0,0
955,451632,0,0,0,0
956,452096,0,2,0,0
957,452568,0,2,0,0
958,453044,0,2,0,0
959,453512,0,2,0,0
960,453992,0,0,0,0
961,454464,0,2,0,0
962,454936,0,0,0,0
963,455412,0,0,0,0
964,455888,0,0,0,0
965,456352,0,2,0,0
966,456832,0,2,0,0
967,457296,0,0,0,0
968,457776,0,2,0,0
969,458244,0,6,0,0
970,458716,0,2,0,0
